Time(s),CH1(V),CH2(V),t0 = -0.0002s, tInc = 4e-10s,
-0.0002,+7.434248E+00,-3.985600E-03,,
-0.000199999,+7.825525E+00,+0.000000E+00,,
-0.000199999,+7.825525E+00,-3.985600E-03,,
-0.000199998,+7.825525E+00,+0.000000E+00,,
-0.000199998,+7.434248E+00,+0.000000E+00,,
-0.000199998,+7.434248E+00,-7.971200E-03,,
-0.000199997,+7.825525E+00,+0.000000E+00,,
-0.000199997,+7.434248E+00,+0.000000E+00,,
-0.000199996,+7.042973E+00,+0.000000E+00,,
-0.000199996,+7.042973E+00,+3.985600E-03,,
-0.000199996,+7.434248E+00,-3.985600E-03,,
-0.000199995,+6.651696E+00,+0.000000E+00,,
-0.000199995,+6.651696E+00,+0.000000E+00,,
-0.000199994,+7.042973E+00,-7.971200E-03,,
-0.000199994,+6.651696E+00,+0.000000E+00,,
-0.000199994,+5.477867E+00,+3.985600E-03,,
-0.000199993,+3.912762E+00,+0.000000E+00,,
-0.000199993,+2.738934E+00,+0.000000E+00,,
-0.000199992,+1.565105E+00,+0.000000E+00,,
-0.000199992,+7.825525E-01,-3.985600E-03,,
-0.000199992,+3.912762E-01,+0.000000E+00,,
-0.000199991,+0.000000E+00,+0.000000E+00,,
-0.000199991,+0.000000E+00,+0.000000E+00,,
-0.00019999,+0.000000E+00,-3.985600E-03,,
-0.00019999,+0.000000E+00,+0.000000E+00,,
-0.00019999,-3.912762E-01,-3.985600E-03,,
-0.000199989,-3.912762E-01,-3.985600E-03,,
-0.000199989,-3.912762E-01,+0.000000E+00,,
-0.000199988,-3.912762E-01,-3.985600E-03,,
-0.000199988,-3.912762E-01,+0.000000E+00,,
-0.000199988,+0.000000E+00,+0.000000E+00,,
-0.000199987,+0.000000E+00,+0.000000E+00,,
-0.000199987,+0.000000E+00,+3.985600E-03,,
-0.000199986,+3.912762E-01,+0.000000E+00,,
-0.000199986,+0.000000E+00,+0.000000E+00,,
-0.000199986,+7.825525E-01,+0.000000E+00,,
-0.000199985,+7.825525E-01,+0.000000E+00,,
-0.000199985,+3.912762E-01,+3.985600E-03,,
-0.000199984,+3.912762E-01,+0.000000E+00,,
-0.000199984,+3.912762E-01,-3.985600E-03,,
-0.000199984,+3.912762E-01,-3.985600E-03,,
-0.000199983,+3.912762E-01,+0.000000E+00,,
-0.000199983,+3.912762E-01,+0.000000E+00,,
-0.000199982,+7.825525E-01,-3.985600E-03,,
-0.000199982,+3.912762E-01,+0.000000E+00,,
-0.000199982,+7.825525E-01,+7.971200E-03,,
-0.000199981,+3.912762E-01,+3.985600E-03,,
-0.000199981,+3.912762E-01,+0.000000E+00,,
-0.00019998,+7.825525E-01,+7.971200E-03,,
-0.00019998,+7.825525E-01,-3.985600E-03,,
-0.00019998,+7.825525E-01,-3.985600E-03,,
-0.000199979,+3.912762E-01,-3.985600E-03,,
-0.000199979,+3.912762E-01,+0.000000E+00,,
-0.000199978,+0.000000E+00,+0.000000E+00,,
-0.000199978,+0.000000E+00,+0.000000E+00,,
-0.000199978,+0.000000E+00,+3.985600E-03,,
-0.000199977,+0.000000E+00,+3.985600E-03,,
-0.000199977,+0.000000E+00,+0.000000E+00,,
-0.000199976,+3.912762E-01,+3.985600E-03,,
-0.000199976,+0.000000E+00,+0.000000E+00,,
-0.000199976,+0.000000E+00,+0.000000E+00,,
-0.000199975,+0.000000E+00,+0.000000E+00,,
-0.000199975,+0.000000E+00,+3.985600E-03,,
-0.000199974,+0.000000E+00,-3.985600E-03,,
-0.000199974,+0.000000E+00,+0.000000E+00,,
-0.000199974,+0.000000E+00,+0.000000E+00,,
-0.000199973,+0.000000E+00,+3.985600E-03,,
-0.000199973,-3.912762E-01,+0.000000E+00,,
-0.000199972,+0.000000E+00,+0.000000E+00,,
-0.000199972,+0.000000E+00,+0.000000E+00,,
-0.000199972,+0.000000E+00,+0.000000E+00,,
-0.000199971,+0.000000E+00,+0.000000E+00,,
-0.000199971,+7.825525E-01,+0.000000E+00,,
-0.00019997,+1.565105E+00,+0.000000E+00,,
-0.00019997,+2.738934E+00,+0.000000E+00,,
-0.00019997,+3.521486E+00,+0.000000E+00,,
-0.000199969,+4.304039E+00,+0.000000E+00,,
-0.000199969,+5.869143E+00,+0.000000E+00,,
-0.000199968,+6.260420E+00,+0.000000E+00,,
-0.000199968,+6.651696E+00,-3.985600E-03,,
-0.000199968,+6.651696E+00,+0.000000E+00,,
-0.000199967,+6.260420E+00,+0.000000E+00,,
-0.000199967,+6.651696E+00,-7.971200E-03,,
-0.000199966,+7.434248E+00,+0.000000E+00,,
-0.000199966,+7.434248E+00,+0.000000E+00,,
-0.000199966,+7.042973E+00,-7.971200E-03,,
-0.000199965,+7.042973E+00,-3.985600E-03,,
-0.000199965,+7.434248E+00,-3.985600E-03,,
-0.000199964,+7.434248E+00,+0.000000E+00,,
-0.000199964,+7.434248E+00,+0.000000E+00,,
-0.000199964,+7.434248E+00,+0.000000E+00,,
-0.000199963,+7.042973E+00,+0.000000E+00,,
-0.000199963,+7.042973E+00,+3.985600E-03,,
-0.000199962,+7.434248E+00,+3.985600E-03,,
-0.000199962,+7.825525E+00,+0.000000E+00,,
